hugo	rank	sampleSize	pvalue	padjust
TCP11	2192	24	0.422296167549153	0.99999999994511
FAT4	2193	24	0.422421784911142	0.99999999994511
COL23A1	2194	24	0.422455866860839	0.99999999994511
WSCD2	2195	24	0.42311007775388	0.99999999994511
HCRT	2196	24	0.423906175693177	0.99999999994511
NSUN4	2197	24	0.42422013090398	0.99999999994511
IFITM5	2198	24	0.424864432318259	0.99999999994511
SV2C	2199	24	0.424933260538263	0.99999999994511
CACNG6	2200	24	0.425249825452206	0.99999999994511
GNG13	2201	24	0.426931901905436	0.99999999994511
SV2B	2202	24	0.426939546084278	0.99999999994511
SLC6A18	2203	23	0.426991602964202	0.99999999994511
KCNJ4	2204	24	0.427246713575038	0.99999999994511
BLVRB	2205	24	0.42776411949849	0.99999999994511
OCIAD2	2206	24	0.42792145034754	0.99999999994511
FOXF1	2207	24	0.428248273233733	0.99999999994511
ZNF284	2208	23	0.428479719724906	0.99999999994511
CPSF3	2209	24	0.42875098366989	0.99999999994511
COX19	2210	24	0.429249428820365	0.99999999994511
SYT5	2211	24	0.429272924415909	0.99999999994511
DIO3	2212	24	0.429589345473344	0.99999999994511
PCSK9	2213	24	0.430421251925793	0.99999999994511
NDUFV2	2214	24	0.430618893973521	0.99999999994511
PDE1B	2215	24	0.432120768399529	0.99999999994511
STK32A	2216	24	0.432370800154682	0.99999999994511
YWHAQ	2217	24	0.432963798282836	0.99999999994511
TMEM30B	2218	24	0.433482460963004	0.99999999994511
SPSB3	2219	24	0.433536291082749	0.99999999994511
HOXB7	2220	24	0.434494891879665	0.99999999994511
ARAP3	2221	24	0.434699447853113	0.99999999994511
FN3K	2222	24	0.434946088796038	0.99999999994511
PKN3	2223	24	0.434965319749407	0.99999999994511
ADAMTS9	2224	24	0.435152271181922	0.99999999994511
C11orf31	2225	21	0.435192083493759	0.99999999994511
MMD2	2226	24	0.435242320117067	0.99999999994511
HLTF	2227	24	0.43547811061042	0.99999999994511
FNDC4	2228	24	0.435560316423094	0.99999999994511
PRDM8	2229	24	0.435839861778	0.99999999994511
NNT	2230	24	0.435928329717427	0.99999999994511
PCP4L1	2231	24	0.435938525373207	0.99999999994511
SLC45A1	2232	24	0.435980578326825	0.99999999994511
JAKMIP1	2233	24	0.436056011012147	0.99999999994511
FGF3	2234	24	0.43607429554416	0.99999999994511
SYT12	2235	24	0.436080395751533	0.99999999994511
CELF6	2236	24	0.436084721021945	0.99999999994511
ACADVL	2237	24	0.436411374261715	0.99999999994511
OGFOD2	2238	24	0.436652692869897	0.99999999994511
RASD2	2239	24	0.436890052005714	0.99999999994511
KCNG2	2240	24	0.436955079647329	0.99999999994511
PCOLCE2	2241	24	0.437044306013441	0.99999999994511
DYNC1I1	2242	24	0.438013886118812	0.99999999994511
PLEKHH2	2243	24	0.43831868557433	0.99999999994511
FAM69C	2244	24	0.438517044267027	0.99999999994511
C1orf94	2245	24	0.438613894814449	0.99999999994511
MFSD10	2246	24	0.438836842277786	0.99999999994511
RAB32	2247	24	0.438841547884658	0.99999999994511
POMC	2248	24	0.43889541986001	0.99999999994511
KITLG	2249	24	0.43889757171708	0.99999999994511
FOXH1	2250	24	0.439090097830184	0.99999999994511
RANBP17	2251	24	0.439659367020589	0.99999999994511
SLCO5A1	2252	24	0.439984718221056	0.99999999994511
POLD1	2253	24	0.44015557995984	0.99999999994511
ABCD4	2254	24	0.440258618297734	0.99999999994511
GAS2L1	2255	24	0.440287414576022	0.99999999994511
ITPRIPL2	2256	24	0.441285818268069	0.99999999994511
WNK4	2257	24	0.441412479392056	0.99999999994511
C12orf57	2258	24	0.441605943174974	0.99999999994511
ZNF195	2259	24	0.441832880246862	0.99999999994511
ZNF347	2260	24	0.442000200643033	0.99999999994511
MRP63	2261	24	0.442735275576421	0.99999999994511
CYR61	2262	24	0.442923885755191	0.99999999994511
HIST1H2AL	2263	24	0.443441326521935	0.99999999994511
C14orf79	2264	24	0.443536957413029	0.99999999994511
ZNF544	2265	14	0.443702340113233	0.99999999994511
NLRP6	2266	24	0.443767176503676	0.99999999994511
BCL6B	2267	24	0.444347749962496	0.99999999994511
EGR4	2268	24	0.444405290463706	0.99999999994511
EPCAM	2269	24	0.444904223894503	0.99999999994511
TPSD1	2270	21	0.445322797803424	0.99999999994511
FADS2	2271	24	0.445449872307387	0.99999999994511
SHC3	2272	24	0.446793557116876	0.99999999994511
TBX3	2273	24	0.447142182822141	0.99999999994511
ITM2C	2274	24	0.448053156351671	0.99999999994511
TSC22D4	2275	24	0.448127451523246	0.99999999994511
ITGA9	2276	24	0.448520764368684	0.99999999994511
PDGFRA	2277	24	0.449120161604244	0.99999999994511
KBTBD8	2278	24	0.449456360771315	0.99999999994511
CCDC9	2279	24	0.449795201931636	0.99999999994511
PICK1	2280	24	0.449838764623898	0.99999999994511
CPLX3	2281	24	0.450012510074563	0.99999999994511
C5orf55	2282	24	0.450166381367884	0.99999999994511
ALCAM	2283	24	0.450246037208103	0.99999999994511
UNC13A	2284	24	0.450384141290145	0.99999999994511
PDE6B	2285	24	0.451131180039104	0.99999999994511
IQGAP3	2286	24	0.451589680232661	0.99999999994511
GPR108	2287	24	0.45172888547523	0.99999999994511
NFIA	2288	24	0.451766484208558	0.99999999994511
HERC5	2289	24	0.451845464682782	0.99999999994511
AHDC1	2290	24	0.451928988697244	0.99999999994511
PDE12	2291	24	0.452523120041896	0.99999999994511
HSPB8	2292	24	0.452654301983387	0.99999999994511
PTCH2	2293	24	0.452726217039404	0.99999999994511
SUSD3	2294	24	0.4528281058355	0.99999999994511
ADAMTSL4	2295	24	0.452888948965683	0.99999999994511
DNER	2296	24	0.452892142068501	0.99999999994511
HMGCL	2297	24	0.45307833933717	0.99999999994511
PNMA2	2298	24	0.453260140231802	0.99999999994511
SLIT1	2299	24	0.453263257984273	0.99999999994511
KLF11	2300	24	0.453277887390751	0.99999999994511
KDELR3	2301	24	0.453437411751699	0.99999999994511
ADRA1A	2302	24	0.454208387456694	0.99999999994511
LRP1B	2303	24	0.454275257081391	0.99999999994511
GPR180	2304	24	0.454338989963475	0.99999999994511
SMOC2	2305	24	0.454515478148394	0.99999999994511
SLC15A1	2306	24	0.455015273885259	0.99999999994511
LARP6	2307	24	0.458067190215503	0.99999999994511
ACE	2308	24	0.458083930272654	0.99999999994511
TUBB6	2309	24	0.458150281102757	0.99999999994511
SERHL2	2310	24	0.458256896148919	0.99999999994511
MLX	2311	24	0.458321668974373	0.99999999994511
HS3ST1	2312	24	0.458428528014492	0.99999999994511
CSMD2	2313	24	0.458481813341764	0.99999999994511
MBLAC1	2314	24	0.45856554063607	0.99999999994511
FEZF1	2315	24	0.458977108793883	0.99999999994511
RAB7A	2316	24	0.459054781097019	0.99999999994511
MAL	2317	24	0.459735556307508	0.99999999994511
FAM83C	2318	24	0.459956625435595	0.99999999994511
EMB	2319	24	0.4600681225835	0.99999999994511
WDFY1	2320	24	0.460147862240988	0.99999999994511
GCC1	2321	24	0.460208992693275	0.99999999994511
C19orf35	2322	24	0.460643619323943	0.99999999994511
CLDN3	2323	24	0.460790120106899	0.99999999994511
NEK11	2324	23	0.460986064025104	0.99999999994511
SYT15	2325	24	0.461129286028299	0.99999999994511
PLEKHG6	2326	24	0.46120650515863	0.99999999994511
CBX1	2327	24	0.461288994478244	0.99999999994511
MTX1	2328	24	0.461819713560162	0.99999999994511
LSP1	2329	24	0.462157880786863	0.99999999994511
PHF5A	2330	24	0.462249408253093	0.99999999994511
CYB5R2	2331	24	0.462820265397462	0.99999999994511
ARSK	2332	24	0.464097159234228	0.99999999994511
RAPGEF1	2333	24	0.464167232954262	0.99999999994511
ACPT	2334	24	0.464213312735071	0.99999999994511
ACER2	2335	24	0.464275686446309	0.99999999994511
TRIM67	2336	24	0.464737090089601	0.99999999994511
THBS3	2337	24	0.465176323635317	0.99999999994511
NIPSNAP1	2338	24	0.465421842177624	0.99999999994511
TMEM216	2339	24	0.46552932849544	0.99999999994511
AMPH	2340	24	0.465676719304264	0.99999999994511
TUFM	2341	24	0.465683394288995	0.99999999994511
PPP1R16B	2342	24	0.465875304346512	0.99999999994511
IL17RB	2343	24	0.466252233839332	0.99999999994511
PTBP1	2344	24	0.466888019743534	0.99999999994511
SNX14	2345	24	0.466901839826831	0.99999999994511
ZNF98	2346	10	0.467185787806126	0.99999999994511
ZFP14	2347	21	0.467228293095958	0.99999999994511
SLC35B1	2348	24	0.467322388200327	0.99999999994511
FBXO46	2349	13	0.467422021270695	0.99999999994511
GPR162	2350	21	0.467574929786395	0.99999999994511
NPR1	2351	24	0.468471663134654	0.99999999994511
SLC25A44	2352	24	0.468511770614407	0.99999999994511
DAPK2	2353	24	0.468684621415016	0.99999999994511
HPSE	2354	24	0.468729275090767	0.99999999994511
BDP1	2355	24	0.469028377590732	0.99999999994511
HOXC11	2356	24	0.469045306216117	0.99999999994511
MARCH7	2357	24	0.469311859304145	0.99999999994511
LRRC6	2358	24	0.469369342002183	0.99999999994511
UHRF2	2359	24	0.46959505894501	0.99999999994511
CPNE9	2360	24	0.469603270980871	0.99999999994511
SEMA6D	2361	24	0.469984994316725	0.99999999994511
FGF4	2362	24	0.470048552578739	0.99999999994511
ARHGAP1	2363	24	0.470648414725706	0.99999999994511
ZNF500	2364	24	0.470869828450079	0.99999999994511
THPO	2365	24	0.471113913665	0.99999999994511
DPCD	2366	24	0.471472413920673	0.99999999994511
CRYGN	2367	24	0.472004998705239	0.99999999994511
DDIT4L	2368	24	0.472055891295507	0.99999999994511
WNT10A	2369	24	0.472305324679827	0.99999999994511
TJP1	2370	24	0.472802019853626	0.99999999994511
ROGDI	2371	24	0.472880496514919	0.99999999994511
ANKLE1	2372	24	0.472914069293536	0.99999999994511
HTRA3	2373	24	0.473107353164733	0.99999999994511
GFPT2	2374	24	0.473652929495862	0.99999999994511
C14orf2	2375	24	0.473820843874414	0.99999999994511
LBH	2376	24	0.473892186955957	0.99999999994511
EIF4EBP1	2377	24	0.473982336565322	0.99999999994511
MCOLN1	2378	24	0.47407171315098	0.99999999994511
FKBP8	2379	24	0.474210487547186	0.99999999994511
FXYD6	2380	22	0.474495860737245	0.99999999994511
ACOX3	2381	24	0.474724092779611	0.99999999994511
PRDX1	2382	24	0.476344030760863	0.99999999994511
PRDM12	2383	24	0.477060107075252	0.99999999994511
POP7	2384	24	0.477266064826978	0.99999999994511
HEATR6	2385	23	0.477426339023959	0.99999999994511
BTBD11	2386	24	0.477705018557996	0.99999999994511
ATAD3A	2387	24	0.477738226834079	0.99999999994511
DCLK1	2388	24	0.478098115284716	0.99999999994511
NALCN	2389	24	0.478456884584012	0.99999999994511
OSR2	2390	24	0.478538791309587	0.99999999994511
MRPL1	2391	23	0.478790309433622	0.99999999994511
TRMT112	2392	21	0.478799583377035	0.99999999994511
GIT2	2393	23	0.478935263087814	0.99999999994511
AADAT	2394	24	0.479188272299227	0.99999999994511
SIN3B	2395	24	0.479263471756337	0.99999999994511
PPL	2396	24	0.479362617576528	0.99999999994511
GJC1	2397	24	0.479580317134247	0.99999999994511
SEZ6L	2398	24	0.479852762708434	0.99999999994511
C1orf86	2399	24	0.480026768071359	0.99999999994511
CDCA7	2400	23	0.480062974342324	0.99999999994511
EIF4EBP3	2401	24	0.480480365366213	0.99999999994511
FBLN1	2402	24	0.480481005979903	0.99999999994511
SNX31	2403	24	0.481068396610156	0.99999999994511
UBAP2	2404	23	0.481114302224092	0.99999999994511
PYCARD	2405	24	0.481114810752955	0.99999999994511
MTF2	2406	23	0.481252508054243	0.99999999994511
PNLDC1	2407	10	0.481380256970673	0.99999999994511
PHOSPHO1	2408	24	0.481392147920624	0.99999999994511
PYGO1	2409	24	0.481683882240462	0.99999999994511
CCK	2410	24	0.481984216501264	0.99999999994511
MCAM	2411	24	0.482114978164293	0.99999999994511
ZBTB7C	2412	24	0.482534895811215	0.99999999994511
CD93	2413	24	0.483088775834607	0.99999999994511
RAD52	2414	24	0.483269627837631	0.99999999994511
EPS8L2	2415	24	0.483400950496143	0.99999999994511
KIAA1715	2416	24	0.483498577585689	0.99999999994511
NRSN2	2417	24	0.483848175976342	0.99999999994511
ZNF433	2418	24	0.48408072255602	0.99999999994511
AIF1L	2419	24	0.484183391186568	0.99999999994511
HELT	2420	24	0.484714344235746	0.99999999994511
CYP27B1	2421	10	0.485065806025317	0.99999999994511
CACNA2D3	2422	24	0.485153322731764	0.99999999994511
TRPM4	2423	24	0.485171235939089	0.99999999994511
RORB	2424	24	0.485341930812969	0.99999999994511
MT2A	2425	24	0.485491770445198	0.99999999994511
KIF7	2426	24	0.485959403972062	0.99999999994511
GRIK3	2427	24	0.486058639764798	0.99999999994511
STIL	2428	24	0.486090439266005	0.99999999994511
BRCA1	2429	24	0.48618425057344	0.99999999994511
CHDH	2430	24	0.486251292260784	0.99999999994511
HSPBP1	2431	24	0.486537956249092	0.99999999994511
PRSS35	2432	24	0.486550105169773	0.99999999994511
RNF10	2433	23	0.486575974601568	0.99999999994511
FFAR3	2434	24	0.487043183661535	0.99999999994511
OXR1	2435	24	0.487161664902755	0.99999999994511
ASRGL1	2436	24	0.487320868248442	0.99999999994511
C15orf48	2437	24	0.48747058412255	0.99999999994511
METTL1	2438	24	0.487548426596395	0.99999999994511
SDC2	2439	24	0.487586161447826	0.99999999994511
MAEL	2440	24	0.488171210450822	0.99999999994511
OLA1	2441	24	0.488612803569204	0.99999999994511
VASH1	2442	24	0.48866253365079	0.99999999994511
PLOD2	2443	24	0.489010852488204	0.99999999994511
MTSS1L	2444	24	0.489069503959423	0.99999999994511
FEV	2445	24	0.489187496348193	0.99999999994511
ARSJ	2446	24	0.48948086290587	0.99999999994511
EPHA2	2447	24	0.489563860386063	0.99999999994511
KIF3C	2448	24	0.489640794749484	0.99999999994511
GPR150	2449	24	0.489802822175385	0.99999999994511
ITGB1BP1	2450	24	0.48996336108981	0.99999999994511
SLC6A6	2451	24	0.490079996316021	0.99999999994511
TTLL12	2452	24	0.49042210657382	0.99999999994511
RPL19	2453	24	0.490548938297051	0.99999999994511
CDH3	2454	24	0.490643386468808	0.99999999994511
POLL	2455	24	0.491261307844592	0.99999999994511
CNTN1	2456	24	0.491858988665624	0.99999999994511
GNAI1	2457	24	0.492793648335035	0.99999999994511
DAB2	2458	23	0.493128443564846	0.99999999994511
SH2D5	2459	24	0.493194982295203	0.99999999994511
LTBP3	2460	24	0.493231540423348	0.99999999994511
DPY30	2461	24	0.493966471421788	0.99999999994511
CLIP2	2462	24	0.494083155203402	0.99999999994511
GPR3	2463	24	0.494168707726758	0.99999999994511
SF3A3	2464	24	0.494491139492941	0.99999999994511
GMPR	2465	24	0.494606680759225	0.99999999994511
AFAP1L2	2466	24	0.495250813084027	0.99999999994511
RPUSD3	2467	24	0.495274561034892	0.99999999994511
GALNT9	2468	24	0.495767262938389	0.99999999994511
PLLP	2469	24	0.495918104685859	0.99999999994511
DSCAML1	2470	24	0.496022413933226	0.99999999994511
PLIN2	2471	24	0.496133997491471	0.99999999994511
KRT19	2472	24	0.49639681890631	0.99999999994511
CRYBA2	2473	24	0.496604702863218	0.99999999994511
PGF	2474	24	0.496953401746554	0.99999999994511
SEMA3C	2475	24	0.49700558235609	0.99999999994511
GALNT14	2476	24	0.497157339662823	0.99999999994511
OXGR1	2477	24	0.497447506572154	0.99999999994511
LRRK1	2478	24	0.497708707279692	0.99999999994511
HNRNPH1	2479	24	0.497760467416811	0.99999999994511
EEF2	2480	24	0.497892446704008	0.99999999994511
SUPT16H	2481	24	0.497913645309521	0.99999999994511
MEGF8	2482	24	0.498053279962872	0.99999999994511
EPHA10	2483	24	0.498414295853183	0.99999999994511
ITPR1	2484	14	0.498573228583438	0.99999999994511
DHRS7	2485	23	0.498656526628287	0.99999999994511
AIFM3	2486	24	0.498913981742086	0.99999999994511
ZBTB48	2487	24	0.499125900255686	0.99999999994511
PRKCSH	2488	24	0.499523576228678	0.99999999994511
RTEL1	2489	21	0.499704822701406	0.99999999994511
SOX9	2490	24	0.499735644942165	0.99999999994511
GRIN2D	2491	24	0.499879994072363	0.99999999994511
HADHA	2492	24	0.50014135355805	0.99999999994511
ZNF408	2493	24	0.500153347848457	0.99999999994511
MRFAP1L1	2494	24	0.500752870291646	0.99999999994511
PSD2	2495	24	0.501092268359889	0.99999999994511
SH3PXD2A	2496	24	0.502301434566636	0.99999999994511
IGSF9	2497	24	0.502503170020075	0.99999999994511
PGR	2498	24	0.50269600713417	0.99999999994511
LRRC32	2499	24	0.502782657957497	0.99999999994511
THBS1	2500	24	0.502849123057	0.99999999994511
TBC1D10C	2501	24	0.502870734100901	0.99999999994511
TSSK3	2502	24	0.503154305385875	0.99999999994511
ACO2	2503	24	0.503537795405397	0.99999999994511
HSP90AA1	2504	24	0.503585511201873	0.99999999994511
CHRNA3	2505	24	0.503612050403674	0.99999999994511
GTF2H1	2506	24	0.503653467759331	0.99999999994511
DOK7	2507	24	0.504686305249194	0.99999999994511
LBX1	2508	24	0.504916491147136	0.99999999994511
AGBL5	2509	24	0.505041470348735	0.99999999994511
FBXO2	2510	24	0.505188811109087	0.99999999994511
PDLIM7	2511	24	0.505538024537967	0.99999999994511
PPAP2C	2512	24	0.506247523262812	0.99999999994511
RHOQ	2513	24	0.506555835693934	0.99999999994511
TMIE	2514	24	0.506690122542303	0.99999999994511
WNT1	2515	24	0.507637012060104	0.99999999994511
NUDCD1	2516	24	0.507666105505739	0.99999999994511
P4HA2	2517	24	0.507673924196482	0.99999999994511
OPRK1	2518	24	0.507853816163908	0.99999999994511
ENY2	2519	24	0.508190153019107	0.99999999994511
RNF215	2520	24	0.508446844190949	0.99999999994511
NDUFAF4	2521	24	0.508451110952228	0.99999999994511
TMED10	2522	24	0.508541393609719	0.99999999994511
CYB5R1	2523	24	0.508603553580693	0.99999999994511
TMEM150C	2524	24	0.508625686461454	0.99999999994511
GTF3C6	2525	24	0.508747090297403	0.99999999994511
C10orf88	2526	24	0.509056573655093	0.99999999994511
RBP1	2527	24	0.509375285820305	0.99999999994511
ADAMTS1	2528	24	0.509896551383967	0.99999999994511
SIDT2	2529	24	0.509908954956717	0.99999999994511
SERP2	2530	24	0.510206378300104	0.99999999994511
C11orf63	2531	24	0.510308562265402	0.99999999994511
KHDRBS1	2532	24	0.510396771304191	0.99999999994511
CACNA2D1	2533	24	0.510515766473312	0.99999999994511
RPP25	2534	24	0.510718105419181	0.99999999994511
PRKAA2	2535	24	0.510795125513432	0.99999999994511
PMM1	2536	24	0.51105969428354	0.99999999994511
HMOX1	2537	24	0.511091527569068	0.99999999994511
RPL22	2538	24	0.511255889083672	0.99999999994511
SRPRB	2539	23	0.511611194148661	0.99999999994511
LTBP2	2540	24	0.512151431990865	0.99999999994511
PRDM16	2541	24	0.512183547545667	0.99999999994511
C3orf14	2542	23	0.512183932214212	0.99999999994511
SCCPDH	2543	24	0.512238585337868	0.99999999994511
LATS2	2544	24	0.512269447287036	0.99999999994511
ANK3	2545	24	0.512608338865605	0.99999999994511
HPS5	2546	24	0.51301682781806	0.99999999994511
ZNF57	2547	24	0.513088653912529	0.99999999994511
ALDH1L2	2548	22	0.513200136452671	0.99999999994511
MFN2	2549	24	0.51334660138645	0.99999999994511
ENTPD3	2550	24	0.513484984486338	0.99999999994511
P4HA1	2551	24	0.51356074535072	0.99999999994511
SORCS3	2552	24	0.513680725461617	0.99999999994511
DGKI	2553	24	0.513703331051645	0.99999999994511
COL5A1	2554	24	0.514650080556688	0.99999999994511
HOXD1	2555	24	0.514816083367283	0.99999999994511
PIP5K1A	2556	24	0.514903322083744	0.99999999994511
FSTL3	2557	24	0.515113820244542	0.99999999994511
DGCR6	2558	24	0.515299849650786	0.99999999994511
C19orf70	2559	24	0.516034883645532	0.99999999994511
C1orf43	2560	24	0.516237746994554	0.99999999994511
TBC1D5	2561	24	0.517030258450465	0.99999999994511
SNCAIP	2562	24	0.517168603041472	0.99999999994511
RFX6	2563	24	0.517311405020917	0.99999999994511
ZNF394	2564	20	0.517590090792879	0.99999999994511
THOC5	2565	23	0.517746343090593	0.99999999994511
RHBG	2566	24	0.518006538409161	0.99999999994511
RFXANK	2567	24	0.518040231817789	0.99999999994511
SEPT9	2568	24	0.518065164672284	0.99999999994511
ADAM19	2569	24	0.518124177317838	0.99999999994511
ANKRD34B	2570	24	0.51818321088938	0.99999999994511
PPM1E	2571	24	0.518221725327277	0.99999999994511
DNAJC14	2572	24	0.518321178382477	0.99999999994511
NUP98	2573	23	0.518403033286431	0.99999999994511
RPS16	2574	24	0.518497227415436	0.99999999994511
FAU	2575	24	0.518608167642453	0.99999999994511
SKA3	2576	24	0.518994132491359	0.99999999994511
SCG2	2577	23	0.519398431141468	0.99999999994511
SPATA20	2578	24	0.519526293132404	0.99999999994511
KDM2A	2579	24	0.519728365254316	0.99999999994511
SOBP	2580	24	0.519870298741869	0.99999999994511
GJB2	2581	24	0.520310954931976	0.99999999994511
TRAPPC1	2582	14	0.520803562601806	0.99999999994511
UBAP2L	2583	24	0.520870448331167	0.99999999994511
PER3	2584	24	0.520891230304864	0.99999999994511
DGAT2	2585	24	0.52109238539025	0.99999999994511
NDUFA4L2	2586	24	0.521537887581062	0.99999999994511
DNAJB12	2587	24	0.52160801984797	0.99999999994511
RASD1	2588	24	0.521612180675079	0.99999999994511
ACP5	2589	24	0.52164176851062	0.99999999994511
ARCN1	2590	24	0.523028013394704	0.99999999994511
MACF1	2591	24	0.523521073231286	0.99999999994511
TMEM39A	2592	23	0.523547100258933	0.99999999994511
FAM46B	2593	24	0.523987509647851	0.99999999994511
FNBP4	2594	24	0.524253546712568	0.99999999994511
BNIP3	2595	24	0.52425384981011	0.99999999994511
MRPL34	2596	24	0.524714329561726	0.99999999994511
C3orf52	2597	24	0.524730590262286	0.99999999994511
CCDC3	2598	24	0.525305943645098	0.99999999994511
VAX1	2599	24	0.525365827835898	0.99999999994511
HERC6	2600	24	0.52554984184193	0.99999999994511
GGA2	2601	24	0.525555138775897	0.99999999994511
CENPN	2602	24	0.525611296536185	0.99999999994511
MPND	2603	24	0.526400289921778	0.99999999994511
CWH43	2604	24	0.526510760118526	0.99999999994511
C8G	2605	24	0.526736727227609	0.99999999994511
BBS4	2606	24	0.526916440929713	0.99999999994511
NUAK1	2607	24	0.52730627736851	0.99999999994511
DRAP1	2608	24	0.527679669952521	0.99999999994511
AKAP11	2609	24	0.527751685811984	0.99999999994511
S100A10	2610	24	0.528078261667181	0.99999999994511
PM20D2	2611	24	0.528161839873964	0.99999999994511
TBX2	2612	24	0.528388763332668	0.99999999994511
ACAA2	2613	24	0.528416662829038	0.99999999994511
THBD	2614	24	0.52848120010236	0.99999999994511
STK11IP	2615	24	0.5286956982296	0.99999999994511
VPS39	2616	24	0.528762398608016	0.99999999994511
TSHZ3	2617	24	0.52881409295699	0.99999999994511
CNN3	2618	24	0.529626724474747	0.99999999994511
DHRS3	2619	24	0.529814869539239	0.99999999994511
SLC25A42	2620	24	0.530028215476918	0.99999999994511
C16orf45	2621	24	0.530319381502394	0.99999999994511
REXO1	2622	24	0.530340258463565	0.99999999994511
SLC1A5	2623	24	0.530444015369342	0.99999999994511
KREMEN2	2624	24	0.530833213234915	0.99999999994511
LPPR5	2625	24	0.531200329056392	0.99999999994511
HADHB	2626	24	0.531209798445921	0.99999999994511
ROBO3	2627	24	0.531245913469225	0.99999999994511
GABARAP	2628	24	0.531698160746421	0.99999999994511
C1orf65	2629	24	0.531857258559996	0.99999999994511
KIAA1614	2630	24	0.531973011933491	0.99999999994511
ERN1	2631	24	0.532481156544539	0.99999999994511
KPTN	2632	24	0.532503123067651	0.99999999994511
RAD51C	2633	24	0.532841996974302	0.99999999994511
SF3B2	2634	24	0.532882670001796	0.99999999994511
SMO	2635	24	0.532961054008491	0.99999999994511
PPP1R14C	2636	24	0.533151465592308	0.99999999994511
GPR78	2637	24	0.533683124367817	0.99999999994511
TTLL10	2638	24	0.533802235585061	0.99999999994511
TPR	2639	24	0.533953754443506	0.99999999994511
TBXA2R	2640	24	0.533986036175862	0.99999999994511
EPHX4	2641	24	0.534163960879911	0.99999999994511
PPM1N	2642	24	0.534552040338823	0.99999999994511
CIT	2643	24	0.534573026103326	0.99999999994511
USP19	2644	23	0.5345850958879	0.99999999994511
SGOL2	2645	24	0.534971968863363	0.99999999994511
CPEB1	2646	24	0.535032093704814	0.99999999994511
ENTPD8	2647	24	0.535302136147735	0.99999999994511
FGF9	2648	24	0.535492742682018	0.99999999994511
AGPAT2	2649	24	0.535530781617609	0.99999999994511
SYMPK	2650	24	0.535720865603824	0.99999999994511
TRPV2	2651	20	0.535759190434538	0.99999999994511
PSTPIP2	2652	24	0.535772325650095	0.99999999994511
ERBB3	2653	24	0.535804394848715	0.99999999994511
CHD4	2654	24	0.535880242046574	0.99999999994511
HSD17B14	2655	24	0.535882649575732	0.99999999994511
PECR	2656	23	0.535931981598026	0.99999999994511
AVP	2657	24	0.536085050479796	0.99999999994511
DLX4	2658	24	0.536329474303866	0.99999999994511
RUNDC3A	2659	24	0.536485698333334	0.99999999994511
RFX5	2660	24	0.536585976749951	0.99999999994511
RAB8A	2661	24	0.536642528098199	0.99999999994511
CHST11	2662	24	0.536658344625225	0.99999999994511
RELB	2663	24	0.536664854571199	0.99999999994511
LTV1	2664	24	0.536908791885599	0.99999999994511
GOLGA5	2665	24	0.536930945213475	0.99999999994511
SURF4	2666	24	0.53735173555389	0.99999999994511
HOXC13	2667	24	0.537573891101903	0.99999999994511
GJB6	2668	24	0.537624427956603	0.99999999994511
LGR6	2669	24	0.537786444604859	0.99999999994511
TFCP2	2670	23	0.5379212652783	0.99999999994511
MRPL54	2671	24	0.538052727890978	0.99999999994511
MSRB3	2672	24	0.538314739849123	0.99999999994511
MLXIPL	2673	24	0.538372655216867	0.99999999994511
MRPS23	2674	24	0.538537763237299	0.99999999994511
SEPSECS	2675	24	0.538552922643564	0.99999999994511
APCDD1	2676	24	0.538595682834457	0.99999999994511
GCKR	2677	24	0.538670949435119	0.99999999994511
PEAR1	2678	24	0.538780365683345	0.99999999994511
STOM	2679	16	0.538877919658451	0.99999999994511
TMEM169	2680	23	0.539061738188763	0.99999999994511
GPR98	2681	24	0.539537665193799	0.99999999994511
GSC2	2682	24	0.539634768154338	0.99999999994511
TMC5	2683	24	0.539817382703635	0.99999999994511
LRFN3	2684	24	0.53997008386582	0.99999999994511
AKR7A3	2685	24	0.539977937618599	0.99999999994511
RANGAP1	2686	24	0.540127100872183	0.99999999994511
UCK1	2687	24	0.54026879735442	0.99999999994511
MAD2L2	2688	24	0.540721085604873	0.99999999994511
LRRN1	2689	24	0.540797169747608	0.99999999994511
CNP	2690	24	0.54127053294579	0.99999999994511
HELLS	2691	24	0.541484725867778	0.99999999994511
TIMM9	2692	20	0.542203946258413	0.99999999994511
ZNF488	2693	24	0.542278232349271	0.99999999994511
CNTROB	2694	14	0.542448508176366	0.99999999994511
RNF144A	2695	24	0.542491749113276	0.99999999994511
IGFBP1	2696	24	0.542928738534125	0.99999999994511
SUPV3L1	2697	24	0.543007004175225	0.99999999994511
ARID3C	2698	24	0.543037445981236	0.99999999994511
GPR37	2699	24	0.543522306536571	0.99999999994511
ARMC10	2700	24	0.543876789756348	0.99999999994511
C20orf24	2701	24	0.544043611074083	0.99999999994511
TMEM79	2702	24	0.544264720108056	0.99999999994511
KCNN2	2703	24	0.544297223112408	0.99999999994511
ERCC1	2704	24	0.545075390631368	0.99999999994511
AFAP1	2705	24	0.545236968907213	0.99999999994511
ZNF528	2706	22	0.54565554093829	0.99999999994511
STEAP2	2707	24	0.546242345499824	0.99999999994511
TCF7	2708	24	0.54638220539843	0.99999999994511
RNF168	2709	24	0.546674447567689	0.99999999994511
RANBP2	2710	24	0.546753748413474	0.99999999994511
